exercise_id,exercise_name,exercise_type,body_part,equipment,primary_muscle,secondary_muscle,movement_type,exercise_image
18,Barbell + Full Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/00431101-Barbell-Full-Squat_Thighs_small.png
4871,Weighted + Kneeling Step With Swing,bilateral_simultaneous,quadriceps,weighted,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/36411101-Weighted-Kneeling-Step-with-Swing_Thighs_small.png
2908,Weighted + Lever One Leg Extension,bilateral_simultaneous,quadriceps,leverage machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,,isolation,https://apilyfta.com/static/GymvisualPNG/15711101-Lever-One-Leg-Extension_Thighs_small.png
242,Smith Machine + Smith Chair Squat,bilateral_simultaneous,quadriceps,smith machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/07501101-Smith-Chair-Squat_Thighs_small.png
1822,Dumbbell + Plyo Squat,unilateral_simultaneous,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|gastrocnemius,compound,https://apilyfta.com/static/GymvisualPNG/03711101-Dumbbell-Plyo-Squat_thighs_small.png
31,Barbell + Rear Lunge,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/00781101-Barbell-Rear-Lunge_Thighs_small.png
365,Barbell + Low Bar Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/14351101-Barbell-Low-Bar-Squat_Thighs_small.png
236,Sled Machine + Sled 45° Leg Wide Press,bilateral_simultaneous,quadriceps,sled machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/07401101-Sled-45-Leg-Wide-Press_Thighs_small.png
28,Barbell + One Leg Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/00681101-Barbell-One-Leg-Squat_thighs_small.png
4616,Leverage Machine + Lever Seated Leg Extension,bilateral_simultaneous,quadriceps,leverage machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,,isolation,https://apilyfta.com/static/GymvisualPNG/33861101-Lever-Seated-Leg-Extension-(VERSION-2)_Thighs_small.png
1549,Barbell + Side Split Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|gluteus medius|gluteus minimus,compound,https://apilyfta.com/static/GymvisualPNG/00981101-Barbell-Side-Split-Squat_Thighs_small.png
4205,Dumbbell + Front Squat,bilateral_simultaneous,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/29671101-Dumbbell-Front-Squat-(female)_Thighs_small.png
1480,Barbell + Clean-Grip Front Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/00291101-Barbell-Clean-grip-Front-Squat_Thighs_small.png
206,Weighted + Lever Deadlift,bilateral_simultaneous,quadriceps,leverage machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|erector spinaes,compound,https://apilyfta.com/static/GymvisualPNG/05781101-Lever-Deadlift-(plate-loaded)_Thighs_small.png
4823,Barbell + Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/35931101-Barbell-Squat-(female)_Thighs_small.png
382,Barbell + Full Zercher Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|rectus abdominis|transverse abdominis|external obliques|internal obliques,compound,https://apilyfta.com/static/GymvisualPNG/15451101-Barbell-full-Zercher-Squat_Thighs_small.png
1494,Barbell + Full Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/00431101-Barbell-Full-Squat-(without-weight)_Thighs_small.png
28226,Leverage Machine + Lever Leg Extension (Inward Toes) (Male),bilateral_simultaneous,quadriceps,leverage machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,,isolation,https://apilyfta.com/static/GymvisualPNG/73271101-Lever-Leg-Extension-(Inward-Toes)-(male)_Thighs_small.png
212,Leverage Machine + Lever Leg Extension,bilateral_simultaneous,quadriceps,leverage machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,,isolation,https://apilyfta.com/static/GymvisualPNG/05851101-Lever-Leg-Extension_Thighs_small.png
4921,Dumbbell + Goblet Split Squat,unilateral_simultaneous,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/36911101-Dumbbell-Goblet-Split-Squat_Thighs_small.png
4849,Leverage Machine + Smith Leg Press,bilateral_simultaneous,quadriceps,smith machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/36191101-Smith-Leg-Press-(female)_Thighs_small.png
2602,Dumbbell + Forward Leaning Lunge,unilateral_alternating,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/11751101-Dumbbell-forward-leaning-lunge_Thighs_small.png
3520,Dumbbell + Goblet Squat,unilateral_simultaneous,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/22811101-Dumbbell-Goblet-Squat-(female)_Thighs_small.png
366,Barbell + High Bar Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/14361101-Barbell-High-Bar-Squat_Thighs_small.png
4872,Weighted + Stretch Lunge,bilateral_simultaneous,quadriceps,weighted,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/36421101-Weighted-Stretch-Lunge_Thighs_small.png
1746,Dumbbell + Clean,bilateral_simultaneous,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|front deltoids|trapeziuses,compound,https://apilyfta.com/static/GymvisualPNG/02951101-Dumbbell-Clean_Thighs-FIX2_small.png
4678,Dumbbell + Side Lunge,unilateral_alternating,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/34481101-Dumbbell-Side-Lunge-(VERSION-3)_small.png
14,Barbell + Front Chest Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/00391101-Barbell-Front-Chest-Squat_Thighs_small.png
3529,Dumbbell + Bulgarian Split Squat,unilateral_alternating,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/22901101-Dumbbell-Bulgarian-Split-Squat-(female)_Thighs_small.png
2798,Barbell + Zercher Squat Hold Isometric,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|rectus abdominis|transverse abdominis|external obliques|internal obliques,compound,https://apilyfta.com/static/GymvisualPNG/14461101-Barbell-Zercher-Squat-Hold_Isometric_small.png
3560,Dumbbell + Sumo Squat,unilateral_simultaneous,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|gluteus medius|gluteus minimus,compound,https://apilyfta.com/static/GymvisualPNG/23221101-Dumbbell-Sumo-Squat-(female)_Thighs-FIX_small.png
1742,Dumbbell + Bench Squat,bilateral_simultaneous,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/02911101-Dumbbell-Bench-Squat_thighs_small.png
2807,Leverage Machine + Sled 45° Leg Press,bilateral_simultaneous,quadriceps,sled machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/14631101-Sled-45-Leg-Press-(Side-POV)_Hips_small.png
178,Dumbbell + Single Leg Split Squat,unilateral_alternating,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/04101101-Dumbbell-Single-Leg-Split-Squat_Thighs_small.png
28182,Leverage Machine + Lever Seated Leg Extension (Version 2),bilateral_simultaneous,quadriceps,leverage machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,,isolation,https://apilyfta.com/static/GymvisualPNG/71081101-Lever-Seated-Leg-Extension-(VERSION-2)_Thighs_small.png
1502,Barbell + Jefferson Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/00511101-Barbell-Jefferson-Squat_Thighs-FIX_small.png
4512,Smith Machine + Smith Full Squat,bilateral_simultaneous,quadriceps,smith machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/32811101-Smith-Full-Squat_Thighs_small.png
5338,Weighted + Counterbalanced Squat,bilateral_simultaneous,quadriceps,weighted,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/41281101-Weighted-Counterbalanced-Squat-(male)_Thighs_small.png
4163,Dumbbell + Single Leg Step Up,unilateral_alternating,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/29251101-Dumbbell-Single-Leg-Step-Up_Thighs_small.png
3622,Sled Machine + Sled Hack Squat,bilateral_simultaneous,quadriceps,sled machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/23841101-Sled-Hack-Squat-(female)_Thighs_small.png
4847,Leverage Machine + Sled 45 Degrees Wide Stance Leg Press,bilateral_simultaneous,quadriceps,sled machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/36171101-Sled-45-degrees-Wide-Stance-Leg-Press-(female)_Thighs_small.png
4873,Weighted + Cossack Squats,bilateral_simultaneous,quadriceps,weighted,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|gluteus medius|gluteus minimus,compound,https://apilyfta.com/static/GymvisualPNG/36431101-Weighted-Cossack-Squats-(male)_Thighs_small.png
3507,Leverage Machine + Lever Seated Leg Press,bilateral_simultaneous,quadriceps,sled machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/22671101-Lever-Seated-Leg-Press_Thighs_small.png
4760,Barbell + Banded Squat,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/35301101-Barbell-Banded-Squat_Thighs_small.png
3717,Barbell + Lunge,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/24781101-Barbell-Lunge-(female)_Thighs_small.png
363,Smith Machine + Smith Front Squat,bilateral_simultaneous,quadriceps,smith machine,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/14331101-Smith-Front-Squat-(Clean-Grip)_Thighs_small.png
4050,Dumbbell + Step-Up Split Squat,unilateral_alternating,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/28121101-Dumbbell-Step-up-Split-Squat_Thighs_small.png
4937,Dumbbell + Press Squat,unilateral_simultaneous,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|front deltoids,compound,https://apilyfta.com/static/GymvisualPNG/37071101-Dumbbell-Press-Squat_Thighs_Chest_small.png
4957,Barbell + Front Step Up,bilateral_simultaneous,quadriceps,barbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus,compound,https://apilyfta.com/static/GymvisualPNG/37281101-Barbell-Front-Step-Up_Thighs_small.png
4913,Dumbbell + Gobelt Curtsey Lunge,unilateral_alternating,quadriceps,dumbbell,vastus laterali|vastus medialis|vastus intermedius|rectus femoris,gluteus maximus|biceps femoris|semitendinosus|semimembranosus|gluteus medius|gluteus minimus,compound,https://apilyfta.com/static/GymvisualPNG/36831101-Dumbbell-Gobelt-Curtsey-Lunge_Thighs_small.png
1492,Barbell + Front Raise,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/00411101-Barbell-Front-Raise_Shoulders_small.png
253,Smith Machine + Smith Seated Shoulder Press,bilateral_simultaneous,shoulders,smith machine,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/07651101-Smith-Seated-Shoulder-Press_Shoulders_small.png
2239,Weighted + Standing Behind Neck Press,bilateral_simultaneous,shoulders,barbell,side deltoids,front deltoids|rear deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/07881101-Standing-Behind-Neck-Press_Shoulders_small.png
163,Dumbbell + Rear Lateral Raise,bilateral_simultaneous,shoulders,dumbbell,rear deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/03801101-Dumbbell-Rear-Lateral-Raise_Shoulders_small.png
5609,Barbell + Seated High Front Raise,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/44111101-Barbell-Seated-High-Front-Raise_Shoulders_small.png
1526,Barbell + Rear Delt Raise,bilateral_simultaneous,shoulders,barbell,rear deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/00751101-Barbell-Rear-Delt-Raise_shoulder_small.png
140,Dumbbell + Incline Rear Lateral Raise,bilateral_simultaneous,shoulders,dumbbell,rear deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/03261101-Dumbbell-Incline-Rear-Lateral-Raise_Shoulders_small.png
1806,Dumbbell + One Arm Lateral Raise,unilateral_alternating,shoulders,dumbbell,side deltoids,front deltoids|rear deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/03551101-Dumbbell-One-Arm-Lateral-Raise_shoulder_small.png
1846,Dumbbell + Seated Lateral Raise,bilateral_simultaneous,shoulders,dumbbell,side deltoids,front deltoids|rear deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/03951101-Dumbbell-Seated-Lateral-Raise-II_shoulder_small.png
1538,Barbell + Seated Bradford Rocky Press,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids|rear deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/00871101-Barbell-Seated-Bradford-Rocky-Press_Shoulders_small.png
2618,Weighted + Sumo Deadlift High Pull,bilateral_simultaneous,shoulders,barbell,trapeziuses,side deltoids|front deltoids|biceps brachii,compound,https://apilyfta.com/static/GymvisualPNG/11991101-Sumo-Deadlift-High-Pull_Thighs_Shoulders_small.png
254,Smith Machine + Smith Shoulder Press,bilateral_simultaneous,shoulders,smith machine,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/07661101-Smith-Shoulder-Press_shoulder_small.png
1785,Dumbbell + Lateral Raise,bilateral_simultaneous,shoulders,dumbbell,side deltoids,front deltoids|rear deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/03341101-Dumbbell-Lateral-Raise_shoulder-AFIX_small.png
1877,Dumbbell + Standing Overhead Press,bilateral_simultaneous,shoulders,dumbbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/04261101-Dumbbell-Standing-Overhead-Press_shoulder_small.png
374,Barbell + Standing Wide Military Press,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/14571101-Barbell-Standing-Wide-Military-Press_Shoulders_small.png
2593,Barbell + Standing Military Press,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/11651101-Barbell-Standing-Military-Press-(without-rack)_Shoulders-FIX_small.png
161,Dumbbell + Rear Delt Row_Shoulder,unilateral_alternating,shoulders,dumbbell,rear deltoids,side deltoids|latissimus dorsis,isolation,https://apilyfta.com/static/GymvisualPNG/03771101-Dumbbell-Rear-Delt-Row_shoulder_small.png
118,Dumbbell + Bench Seated Press,bilateral_simultaneous,shoulders,dumbbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis|upper chests|middle chests|small chest muscles,compound,https://apilyfta.com/static/GymvisualPNG/02901101-Dumbbell-Bench-Seated-Press_Shoulders_small.png
5318,Dumbbell + Standing Arnold Press,bilateral_simultaneous,shoulders,dumbbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/41081101-Dumbbell-Standing-Arnold-Press-(male)_Shoulders_small.png
169,Dumbbell + Seated Front Raise,bilateral_simultaneous,shoulders,dumbbell,front deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/03921101-Dumbbell-Seated-Front-Raise_Shoulders_small.png
1761,Dumbbell + Front Raise,bilateral_simultaneous,shoulders,dumbbell,front deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/03101101-Dumbbell-Front-Raise_Shoulders_small.png
4955,Barbell + Seated Front Raise,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/37261101-Barbell-Seated-Front-Raise_Shoulders_small.png
240,Smith Machine + Smith Behind Neck Press,bilateral_simultaneous,shoulders,smith machine,side deltoids,front deltoids|rear deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/07471101-Smith-Behind-Neck-Press_shoulder_small.png
139,Dumbbell + Incline Raise,bilateral_simultaneous,shoulders,dumbbell,front deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/03251101-Dumbbell-Incline-Raise_Shoulders_small.png
4926,Dumbbell + Bent Over Alternate Rear Delt Fly,unilateral_alternating,shoulders,dumbbell,rear deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/36961101-Dumbbell-Bent-Over-Alternate-Rear-Delt-Fly_Shoulders_small.png
180,Dumbbell + Standing Alternate Raise,unilateral_alternating,shoulders,dumbbell,front deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/04151101-Dumbbell-Standing-Alternate-Raise_Shoulders_small.png
1551,Barbell + Skier,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids|trapeziuses,compound,https://apilyfta.com/static/GymvisualPNG/01001101-Barbell-Skier_Shoulders_small.png
190,Dumbbell + Upright Row,bilateral_simultaneous,shoulders,dumbbell,trapeziuses,side deltoids|front deltoids,compound,https://apilyfta.com/static/GymvisualPNG/04371101-Dumbbell-Upright-Row_shoulder_small.png
116,Dumbbell + Arnold Press,bilateral_simultaneous,shoulders,dumbbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/02871101-Dumbbell-Arnold-Press-II_Shoulders_small.png
3926,Barbell + Standing Front Raise Over Head,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/26881101-Barbell-Standing-Front-Raise-Over-Head-(female)_Shoulders_small.png
5335,Dumbbell + Face Down Lying Shoulder Press,bilateral_simultaneous,shoulders,dumbbell,side deltoids,front deltoids|rear deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/41251101-Dumbbell-Face-Down-Lying-Shoulder-Press-(male)_Shoulders_small.png
3531,Dumbbell + Rear Delt Raise,bilateral_simultaneous,shoulders,dumbbell,rear deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/22921101-Dumbbell-Rear-Delt-Raise_Shoulders_small.png
3556,Dumbbell + Seated Bent Arm Lateral Raise,bilateral_simultaneous,shoulders,dumbbell,side deltoids,front deltoids|rear deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/23171101-Dumbbell-Seated-Bent-Arm-Lateral-raise_Shoulders_small.png
3400,Dumbbell + Arnold Press,bilateral_simultaneous,shoulders,dumbbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/21371101-Dumbbell-Arnold-Press_Shoulders_small.png
1827,Dumbbell + Raise,bilateral_simultaneous,shoulders,dumbbell,front deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/03761101-Dumbbell-Raise_Shoulders_small.png
1537,Barbell + Seated Behind Head Military Press,bilateral_simultaneous,shoulders,barbell,side deltoids,front deltoids|rear deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/00861101-Barbell-Seated-Behind-Head-Military-Press_Shoulders_small.png
2641,Dumbbell + Standing Alternate Vertical Front Raises,unilateral_alternating,shoulders,dumbbell,front deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/12301101-Dumbbell-Standing-Alternate-Vertical-Front-Raises_Shoulders_small.png
5420,Dumbbell + 4 Ways Lateral Raise,bilateral_simultaneous,shoulders,dumbbell,side deltoids,front deltoids|rear deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/42111101-Dumbbell-4-Ways-Lateral-Raise_Shoulders_small.png
27557,Barbell + Standing Shoulders Press,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/53281101-Barbell-Standing-Shoulders-Press_Shoulders-FIX_small.png
373,Barbell + Standing Close Grip Military Press,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/14561101-Barbell-Standing-Close-Grip-Military-Press_Shoulders_small.png
1556,Barbell + Standing Bradford Press,bilateral_simultaneous,shoulders,barbell,front deltoids,side deltoids|rear deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/01051101-Barbell-Standing-Bradford-Press_Shoulders_small.png
162,Dumbbell + Rear Fly,bilateral_simultaneous,shoulders,dumbbell,rear deltoids,side deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/03781101-Dumbbell-Rear-Fly_Shoulders_small.png
1527,Barbell + Rear Delt Row,bilateral_simultaneous,shoulders|back,barbell,rear deltoids|latissimus dorsis,side deltoids|trapeziuses,compound,https://apilyfta.com/static/GymvisualPNG/00761101-Barbell-Rear-Delt-Row_shoulder_small.png
1572,Barbell + Upright Row,bilateral_simultaneous,shoulders|back,barbell,trapeziuses,side deltoids|front deltoids|biceps brachii,compound,https://apilyfta.com/static/GymvisualPNG/01211101-Barbell-Upright-Row-(without-weight)_Shoulders_small.png
2619,Weighted + Push Press,bilateral_simultaneous,shoulders|biceps,barbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/12001101-Push-Press_Shoulders_small.png
1856,Dumbbell + Seated Shoulder Press,bilateral_simultaneous,shoulders|chest,dumbbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis|upper chests|middle chests|small chest muscles,compound,https://apilyfta.com/static/GymvisualPNG/04051101-Dumbbell-Seated-Shoulder-Press_Shoulders_small.png
1479,Barbell + Clean And Press,bilateral_simultaneous,shoulders|quadriceps,barbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis|vastus laterali|vastus medialis|vastus intermedius|rectus femoris,compound,https://apilyfta.com/static/GymvisualPNG/00281101-Barbell-Clean-and-Press_Shoulders_small.png
4269,Barbell + Standing Close Grip Military Press,bilateral_simultaneous,shoulders|triceps,barbell,front deltoids,side deltoids|triceps longus|triceps lateralis|triceps medialis,compound,https://apilyfta.com/static/GymvisualPNG/30311101-Barbell-Standing-Close-Grip-Military-Press-(female)_Shoulders_small.png
425,Cable + High Pulley Overhead Tricep Extension,bilateral_simultaneous,triceps,cable,triceps longus|triceps lateralis|triceps medialis,,isolation,https://apilyfta.com/static/GymvisualPNG/17221101-Cable-High-Pulley-Overhead-Tricep-Extension_Upper-Arms_small.png
123,Dumbbell + Close-Grip Press,unilateral_simultaneous,triceps,dumbbell,triceps longus|triceps lateralis|triceps medialis,upper chests|middle chests|small chest muscles|front deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/02961101-Dumbbell-Close-grip-Press_Upper-Arms_small.png
