exercise_id,exercise_name,exercise_type,body_part,equipment,primary_muscle,secondary_muscle,movement_type,exercise_image
5568,Smith Machine + Smith Seated Calf Raise,bilateral_simultaneous,calves,smith machine,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/43701101-Smith-Seated-Calf-Raise_Calves_small.png
353,Body Weight + Bodyweight Standing Calf Raise,bilateral_simultaneous,calves,body weight,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/13731101-Bodyweight-Standing-Calf-Raise_Calves_small.png
4943,Dumbbell + Standing Single Leg Calf Raise,unilateral_alternating,calves,dumbbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/37131101-Dumbbell-Standing-Single-Leg-Calf-Raise_Calves_small.png
2753,Weighted + One Leg Floor Calf Raise,bilateral_simultaneous,calves,body weight,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/13871101-One-Leg-Floor-Calf-Raise_Calves_small.png
2224,Smith Machine + Smith Standing Leg Calf Raise,bilateral_simultaneous,calves,smith machine,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/07731101-Smith-Standing-Leg-Calf-Raise_Calf_small.png
1562,Barbell + Standing Rocking Leg Calf Raise,bilateral_simultaneous,calves,barbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/01111101-Barbell-Standing-Rocking-Leg-Calf-Raise_Calf_small.png
2759,Smith Machine + Smith Seated One Leg Calf Raise,bilateral_simultaneous,calves,smith machine,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/13951101-Smith-Seated-One-Leg-Calf-Raise_Calves_small.png
2758,Smith Machine + Smith One Leg Floor Calf Raise,bilateral_simultaneous,calves,smith machine,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/13931101-Smith-One-Leg-Floor-Calf-Raise_Calves_small.png
1559,Barbell + Standing Leg Calf Raise,bilateral_simultaneous,calves,barbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/01081101-Barbell-Standing-Leg-Calf-Raise_Calf_small.png
5365,Weighted + Seated Calf Raise,bilateral_simultaneous,calves,dumbbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/41551101-Weighted-Seated-Calf-Raise_Calves_small.png
352,Barbell + Floor Calf Raise,bilateral_simultaneous,calves,barbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/13701101-Barbell-Floor-Calf-Raise_Calves_small.png
251,Smith Machine + Smith Reverse Calf Raises,bilateral_simultaneous,calves,smith machine,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/07631101-Smith-Reverse-Calf-Raises_calf_small.png
2741,Barbell + Standing Calf Raise,bilateral_simultaneous,calves,barbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/13721101-Barbell-Standing-Calf-Raise_Calves_small.png
4620,Weighted + Calf Raise From Deficit With Chair Supported,bilateral_simultaneous,calves,body weight,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/33901101-Calf-Raise-from-Deficit-with-Chair-Supported_Calves_small.png
2748,Dumbbell + Seated One Leg Calf Raise - Palm Up,unilateral_alternating,calves,dumbbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/13811101-Dumbbell-Seated-One-Leg-Calf-Raise---Palm-up_Calves_small.png
295,Smith Machine + Smith Calf Raise,bilateral_simultaneous,calves,smith machine,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/11641101-Smith-Calf-Raise-(version-2)_Calves_small.png
2740,Barbell + Seated Calf Raise,bilateral_simultaneous,calves,barbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/13711101-Barbell-Seated-Calf-Raise_Calves_small.png
27659,Weighted + Seated Single Calf Raise (Version 2),bilateral_simultaneous,calves,dumbbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/54841101-Weighted-Seated-Single-Calf-Raise-(VERSION-2)_Calves_small.png
1868,Dumbbell + Standing Calf Raise,bilateral_simultaneous,calves,dumbbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/04171101-Dumbbell-Standing-Calf-Raise_Calf_small.png
2746,Dumbbell + Seated Calf Raise,bilateral_simultaneous,calves,dumbbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/13791101-Dumbbell-Seated-Calf-Raise_Calves_small.png
2751,Leverage Machine + Lever Seated Squat Calf Raise On Leg Press Machine,bilateral_simultaneous,calves,leverage machine,gastrocnemius|soleus,quadriceps|hamstrings,compound,https://apilyfta.com/static/GymvisualPNG/13851101-Lever-Seated-Squat-Calf-Raise-on-Leg-Press-Machine_Calves_small.png
3451,Weighted + Lever Standing Calf Raise,bilateral_simultaneous,calves,body weight,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/22111101-Lever-Standing-Calf-Raise-(female)_Calves_small.png
2747,Dumbbell + Seated One Leg Calf Raise - Hammer Grip,unilateral_alternating,calves,dumbbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/13801101-Dumbbell-Seated-One-Leg-Calf-Raise---Hammer-Grip_Calves_small.png
2388,Calves Stretch,duration_based,calves,body weight,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/09371101-Calves-stretch_Calves_small.png
3904,Leverage Machine + Lever Seated Calf Raise,bilateral_simultaneous,calves,leverage machine,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/26661101-Lever-Seated-Calf-Raise-(plate-loaded)-(VERSION-2)_Calves_small.png
3554,Weighted + Lever Rotary Calf,bilateral_simultaneous,calves,leverage machine,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/23151101-Lever-Rotary-Calf_Calves_small.png
38,Barbell + Seated Calf Raise,bilateral_simultaneous,calves,barbell,gastrocnemius|soleus,,isolation,https://apilyfta.com/static/GymvisualPNG/00881101-Barbell-Seated-Calf-Raise_Calves_small.png
5370,Weighted + Squat Hold Calf Raise,bilateral_simultaneous,calves|quadriceps,body weight,gastrocnemius|soleus,quadriceps,compound,https://apilyfta.com/static/GymvisualPNG/41601101-Squat-Hold-Calf-Raise_Calves_small.png
2136,Run,duration_based,cardio,body weight,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/06851101-Run_Cardio-FIX_small.png
1928,High Knee Skips,duration_based,cardio,body weight,cardio,quadriceps|hamstrings|glutes,cardio,https://apilyfta.com/static/GymvisualPNG/04771101-High-Knee-Skips_Cardio_small.png
1967,Jumping Jack,duration_based,cardio,body weight,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/05161101-Jumping-Jack_Cardio_small.png
4906,Skip Jump Rope,duration_based,cardio,rope,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/36761101-Skip-Jump-Rope-(male)_Cardio_small.png
4275,Butt Kicks,duration_based,cardio,body weight,cardio,hamstrings|glutes,cardio,https://apilyfta.com/static/GymvisualPNG/30371101-Butt-Kicks-(male)_Cardio_small.png
3436,Elliptical Machine Walk,duration_based,cardio,elliptical machine,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/21921101-Elliptical-Machine-Walk_Cardio_small.png
3518,Stationary Bike Run,duration_based,cardio,exercise bike,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/22791101-Stationary-Bike-Run-(version-4)_Cardio_small.png
3437,Bicycle Recline Walk,duration_based,cardio,exercise bike,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/21931101-Bicycle-Recline-Walk_Cardio_small.png
4896,Walking On Incline Treadmill,duration_based,cardio,treadmill,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/36661101-Walking-on-Incline-Treadmill_Cardio_small.png
3499,Walking On Treadmill,duration_based,cardio,treadmill,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/22591101-Walking-on-Treadmill_Cardio_small.png
3498,Walking,duration_based,cardio,body weight,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/22581101-Walking_Cardio_small.png
1962,Jump Rope,duration_based,cardio,rope,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/05111101-Jump-Rope-(female)_Cardio-FIX_small.png
2081,Mountain Climber,duration_based,cardio,body weight,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/06301101-Mountain-Climber_Cardio-FIX_small.png
293,Body Weight + Burpee,duration_based,cardio,body weight,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/11601101-Burpee_Cardio_small.png
3569,Cycle Cross Trainer,duration_based,cardio,exercise bike,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/23311101-Cycle-Cross-Trainer_Cardio_small.png
3439,Run On Treadmill,duration_based,cardio,treadmill,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/21971101-Run-on-Treadmill-(female)_Cardio_small.png
2135,Run,duration_based,cardio,treadmill,cardio,,cardio,https://apilyfta.com/static/GymvisualPNG/06841101-Run-(equipment)_Cardio_small.png
1929,Weighted + High Knee Squat,bilateral_simultaneous,cardio,body weight,cardio,quadriceps|glutes,cardio,https://apilyfta.com/static/GymvisualPNG/04781101-High-Knee-Squat_Cardio_small.png
241,Smith Machine + Smith Bench Press,bilateral_simultaneous,chest,smith machine,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/07481101-Smith-Bench-Press_Chest-FIX_small.png
5569,Weighted + Lever Incline One Arm Chest Press,bilateral_simultaneous,chest,chest press machine,upper chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/43711101-Lever-Incline-One-Arm-Chest-Press-(plate-loaded)_Chest_small.png
48265,Cable + Standing Alternate Chest Fly,bilateral_simultaneous,chest,cable,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/79871201-Cable-Standing-Alternate-Chest-Fly_Chest_GREEN.png
219,Leverage Machine + Lever Seated Fly,bilateral_simultaneous,chest,leverage machine,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/05961101-Lever-Seated-Fly_Chest_small.png
1639,Cable + Middle Fly,bilateral_simultaneous,chest,cable,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/01881101-Cable-Middle-Fly_Chest-FIX_small.png
2796,Cable + Dumbbell Bent Arm Pullover Hold Isometric,bilateral_simultaneous,chest,dumbbell,middle chests,latissimus dorsis|triceps longus,isolation,https://apilyfta.com/static/GymvisualPNG/14441101-Dumbbell-Bent-Arm-Pullover-Hold_Isometric_small.png
114,Weighted + Decline Push-Up,bilateral_simultaneous,chest,body weight,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/02791101-Decline-Push-Up-m_chest_small.png
1630,Cable + Low Fly,bilateral_simultaneous,chest,cable,small chest muscles,,isolation,https://apilyfta.com/static/GymvisualPNG/01791101-Cable-Low-Fly_Chest-FIX_small.png
204,Leverage Machine + Lever Chest Press,bilateral_simultaneous,chest,leverage machine,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/05761101-Lever-Chest-Press-(plate-loaded)_Chest_small.png
100,Cable + Standing Fly,bilateral_simultaneous,chest,cable,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/02271101-Cable-Standing-Fly_Chest_small.png
2670,Body Weight + Deep Push Up,bilateral_simultaneous,chest,body weight|dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/12741101-Deep-Push-Up_Chest-FIX_small.png
5129,Dumbbell + Low Fly,bilateral_simultaneous,chest,dumbbell,small chest muscles,,isolation,https://apilyfta.com/static/GymvisualPNG/39111101-Dumbbell-Low-Fly_Chest_small.png
1826,Cable + Dumbbell Pullover,unilateral_simultaneous,chest,dumbbell,middle chests,latissimus dorsis|triceps longus,isolation,https://apilyfta.com/static/GymvisualPNG/03751101-Dumbbell-Pullover_Chest_small.png
4953,Barbell + Floor Chest Press,bilateral_simultaneous,chest,barbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/37241101-Barbell-Floor-Chest-Press_Chest_small.png
275,Leverage Machine + Lever Pec Deck Fly,bilateral_simultaneous,chest,leverage machine,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/10301101-Lever-Pec-Deck-Fly_Chest_small.png
3916,Cable + Bench Press,bilateral_simultaneous,chest,cable,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/26781101-Cable-Bench-Press-(female)_Chest_small.png
1759,Dumbbell + Fly,bilateral_simultaneous,chest,dumbbell,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/03081101-Dumbbell-Fly_Chest-FIX_small.png
245,Smith Machine + Smith Decline Bench Press,bilateral_simultaneous,chest,smith machine,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/07531101-Smith-Decline-Bench-Press_Chest_small.png
27756,Weighted + Lever Incline Fly (Male),bilateral_simultaneous,chest,leverage machine,upper chests,,isolation,https://apilyfta.com/static/GymvisualPNG/58431101-Lever-Incline-Fly-(male)_Chest_small.png
5208,Dumbbell + Push-Up Front Raise,unilateral_alternating,chest,dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/39931101-Dumbbell-Push-up-Front-Raise_Chest_small.png
1752,Dumbbell + Decline Bench Press,bilateral_simultaneous,chest,dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/03011101-Dumbbell-Decline-Bench-Press_Chest-FIX_small.png
327,Weighted + Lever Decline Chest Press,bilateral_simultaneous,chest,chest press machine,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/13001101-Lever-Decline-Chest-Press_Chest_small.png
27745,Cable + Low Chest Press (Male),bilateral_simultaneous,chest,cable,small chest muscles,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/58141101-Cable-Low-Chest-Press-(male)_Chest_small.png
1498,Barbell + Incline Bench Press,bilateral_simultaneous,chest,barbell,upper chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/00471101-Barbell-Incline-Bench-Press_Chest-FIX_small.png
326,Weighted + Lever Incline Chest Press,bilateral_simultaneous,chest,chest press machine,upper chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/12991101-Leverage-Incline-Chest-Press_Chest_small.png
247,Smith Machine + Smith Incline Bench Press,bilateral_simultaneous,chest,smith machine,upper chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/07571101-Smith-Incline-Bench-Press_Chest-FIX_small.png
4911,Dumbbell + Squeeze Bench Press,bilateral_simultaneous,chest,dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/36811101-Dumbbell-Squeeze-Bench-Press_Chest_small.png
47587,Cable + Single Arm Crossover,bilateral_simultaneous,chest,cable,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/69491201-Cable-Single-Arm-Crossover-(male)_Chest_GREEN.png
1678,Cable + Standing Fly,bilateral_simultaneous,chest,cable,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/02271101-Cable-Standing-Fly_Chest-FIX_small.png
2,Barbell + Bench Press,bilateral_simultaneous,chest,barbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/00251101-Barbell-Bench-Press_Chest-FIX_small.png
330,Smith Machine + Smith Wide Grip Decline Bench Press,bilateral_simultaneous,chest,smith machine,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/13091101-Smith-Wide-Grip-Decline-Bench-Press_Chest_small.png
5162,Dumbbell + Seated Upright Alternate Squeeze Press,unilateral_alternating,chest,dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/39461101-Dumbbell-Seated-Upright-Alternate-Squeeze-Press_Chest_small.png
329,Smith Machine + Smith Wide Grip Bench Press,bilateral_simultaneous,chest,smith machine,pectoralis major sternal head,pectoralis major clavicular head|front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/13081101-Smith-Wide-Grip-Bench-Press_Chest_small.png
1476,Barbell + Bench Press,bilateral_simultaneous,chest,barbell,pectoralis major sternal head,pectoralis major clavicular head|front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/00251101-Barbell-Bench-Press_Chest-FIX2_small.png
2628,Cable + Twisting Standing One Arm Chest Press,bilateral_simultaneous,chest,cable,middle chests,front deltoids|triceps|external obliques|internal obliques,compound,https://apilyfta.com/static/GymvisualPNG/12111101-Cable-twisting-standing-one-arm-chest-press_chest_small.png
127,Dumbbell + Decline Bench Press,bilateral_simultaneous,chest,dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/03011101-Dumbbell-Decline-Bench-Press_Chest_small.png
5182,Dumbbell + Incline Around The World,bilateral_simultaneous,chest,dumbbell,upper chests,front deltoids|side deltoids,compound,https://apilyfta.com/static/GymvisualPNG/39671101-Dumbbell-Incline-Around-the-World_Shoulders_small.png
1770,Dumbbell + Incline Fly,bilateral_simultaneous,chest,dumbbell,upper chests,,isolation,https://apilyfta.com/static/GymvisualPNG/03191101-Dumbbell-Incline-Fly_Chest-FIX_small.png
5540,Dumbbell + Twisted Fly,bilateral_simultaneous,chest,dumbbell,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/43421101-Dumbbell-Twisted-Fly_Chest_small.png
129,Dumbbell + Decline Hammer Press,bilateral_simultaneous,chest,dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/03031101-Dumbbell-Decline-Hammer-Press_Chest_small.png
117,Dumbbell + Bench Press,bilateral_simultaneous,chest,dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/02891101-Dumbbell-Bench-Press_Chest_small.png
324,Cable + Standing Up Straight Crossovers,bilateral_simultaneous,chest,cable,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/12691101-Cable-Standing-Up-Straight-Crossovers_Chest_small.png
1779,Dumbbell + Incline Shoulder Raise,bilateral_simultaneous,chest,dumbbell,upper chests,front deltoids,compound,https://apilyfta.com/static/GymvisualPNG/03281101-Dumbbell-Incline-Shoulder-Raise_chest_small.png
4925,Dumbbell + Alternate Bench Press,unilateral_alternating,chest,dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/36951101-Dumbbell-Alternate-Bench-Press-(high-start)_Chest_small.png
5374,Dumbbell + Devils Press,bilateral_simultaneous,chest,dumbbell,middle chests,front deltoids|triceps|front deltoids|side deltoids|rear deltoids,compound,https://apilyfta.com/static/GymvisualPNG/41641101-Dumbbell-Devils-Press_Plyometric_small.png
5088,Cable + Fly With Chest Supported,bilateral_simultaneous,chest,cable,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/38681101-Cable-Fly-with-Chest-Supported_Chest_small.png
136,Dumbbell + Incline Bench Press,bilateral_simultaneous,chest,dumbbell,pectoralis major clavicular head,pectoralis major sternal head|front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/03141101-Dumbbell-Incline-Bench-Press_Chest_small.png
286,Weighted + Lever Lying Chest Press,bilateral_simultaneous,chest,leverage machine,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/10411101-Lever-Lying-Chest-Press-(plate-loaded)_Chest_small.png
1775,Dumbbell + Incline Palm-In Press,bilateral_simultaneous,chest,dumbbell,upper chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/03241101-Dumbbell-Incline-Palm-in-Press_Chest_small.png
111,Body Weight + Chest Dip,bodyweight_full,chest,body weight,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/02511101-Chest-Dip_Chest_small.png
298,Dumbbell + Lying Hammer Press,bilateral_simultaneous,chest,dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/11771101-Dumbbell-Lying-Hammer-Press-(version-2)_Chest_small.png
404,Dumbbell + Reverse Bench Press,bilateral_simultaneous,chest,dumbbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/16241101-Dumbbell-Reverse-Bench-Press_Chest_small.png
2802,Dumbbell + Flat Flye Hold Isometric,bilateral_simultaneous,chest,dumbbell,middle chests,,isolation,https://apilyfta.com/static/GymvisualPNG/14501101-Dumbbell-Flat-Flye-Hold_Isometric_small.png
1460,Body Weight + Assisted Chest Dip,assisted_bodyweight,chest,body weight,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/00091101-Assisted-Chest-Dip-(kneeling)_Chest_small.png
230,Weighted + Push-Up,bilateral_simultaneous,chest,body weight,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/06621101-Push-up-m_Chest-FIX_small.png
27367,Barbell + Pause Bench Press,bilateral_simultaneous,chest,barbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/50131101-Barbell-Pause-Bench-Press_Chest_small.png
3407,Cable + Seated Chest Press,bilateral_simultaneous,chest,cable,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/21441101-Cable-Seated-Chest-Press_Chest_small.png
5421,Weighted + Lever Banded Chest Press,bilateral_simultaneous,chest,leverage machine,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/42131101-Lever-Banded-Chest-Press_Chest_small.png
3602,Body Weight + Assisted Wide-Grip Chest Dip,assisted_bodyweight,chest,body weight,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/23641101-Assisted-Wide-Grip-Chest-Dip-(kneeling)_Chest_small.png
1573,Barbell + Wide Bench Press,bilateral_simultaneous,chest,barbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/01221101-Barbell-Wide-Bench-Press_Chest_small.png
3680,Cable + Upper Chest Crossovers,bilateral_simultaneous,chest,cable,upper chests,,isolation,https://apilyfta.com/static/GymvisualPNG/24421101-Cable-Upper-Chest-Crossovers-(female)_Chest_small.png
11,Barbell + Decline Wide-Grip Press,bilateral_simultaneous,chest,barbell,middle chests,front deltoids|triceps,compound,https://apilyfta.com/static/GymvisualPNG/00361101-Barbell-Decline-Wide-grip-Press_Chest_small.png
4918,Dumbbell + Seated Reverse Grip Biceps Curl,bilateral_simultaneous,forearms,dumbbell,extensors,brachialis|brachioradialis,isolation,https://apilyfta.com/static/GymvisualPNG/36881101-Dumbbell-Seated-Reverse-Grip-Biceps-Curl_Forearms_small.png
2788,Weighted + Wrist Circles,bilateral_simultaneous,forearms,body weight,flexors|extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/14281101-Wrist-Circles_Forearms_small.png
367,Dumbbell + Finger Curls,bilateral_simultaneous,forearms,dumbbell,flexors,extensors,isolation,https://apilyfta.com/static/GymvisualPNG/14371101-Dumbbell-finger-curls_Hand_small.png
28088,Weighted + Plate Standing Biceps Curl (Male),bilateral_simultaneous,forearms,weighted,biceps brachii,brachialis|brachioradialis,isolation,https://apilyfta.com/static/GymvisualPNG/66981101-Weighted-Plate-Standing-Biceps-Curl-(male)_Forearms_small.png
152,Dumbbell + One Arm Revers Wrist Curl,unilateral_alternating,forearms,dumbbell,extensors,flexors,isolation,https://apilyfta.com/static/GymvisualPNG/03581101-Dumbbell-One-arm-Revers-Wrist-Curl_Forearms_small.png
2774,Barbell + Palms Down Wrist Curl Over A Bench,bilateral_simultaneous,forearms,barbell,extensors,flexors,isolation,https://apilyfta.com/static/GymvisualPNG/14111101-Barbell-Palms-Down-Wrist-Curl-Over-A-Bench_Forearms_small.png
28179,Weighted + Plate Standing Hands Torsion (Male),bilateral_simultaneous,forearms,weighted,flexors|extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/70551101-Weighted-Plate-Standing-Hands-Torsion-(male)_Forearms_small.png
28180,Dumbbell + Standing Reverse Curl Rotate (Male),bilateral_simultaneous,forearms,dumbbell,extensors,brachialis|biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/70561101-Dumbbell-Standing-Reverse-Curl-Rotate-(male)_Forearms_small.png
1836,Dumbbell + Reverse Wrist Curl,bilateral_simultaneous,forearms,dumbbell,extensors,flexors,isolation,https://apilyfta.com/static/GymvisualPNG/03851101-Dumbbell-Reverse-Wrist-Curl_Forearm_small.png
27974,Barbell + Standing Wrist Curl,bilateral_simultaneous,forearms,barbell,flexors,extensors,isolation,https://apilyfta.com/static/GymvisualPNG/62621101-Barbell-Standing-Wrist-Curl_Forearms_small.png
27682,Ez Barbell + Ez Bar Seated Wrist Curl,bilateral_simultaneous,forearms,ez barbell,flexors,extensors,isolation,https://apilyfta.com/static/GymvisualPNG/55791101-EZ-Bar-Seated-Wrist-Curl_Forearms-FIX_small.png
155,Dumbbell + Over Bench One Arm Neutral Wrist Curl,unilateral_alternating,forearms,dumbbell,flexors,extensors,isolation,https://apilyfta.com/static/GymvisualPNG/03661101-Dumbbell-Over-Bench-One-Arm--Neutral-Wrist-Curl_Forearms_small.png
1876,Dumbbell + Standing One Arm Reverse Curl,unilateral_alternating,forearms,dumbbell,extensors,brachialis|biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/04251101-Dumbbell-Standing-One-Arm-Reverse-Curl_Forearms_small.png
27979,Dumbbell + Standing Arms Rotate,bilateral_simultaneous,forearms,dumbbell,flexors|extensors,,isolation,https://apilyfta.com/static/GymvisualPNG/62671101-Dumbbell-Standing-Arms-Rotate_Forearms_small.png
156,Dumbbell + Over Bench One Arm Wrist Curl,unilateral_alternating,forearms,dumbbell,flexors,extensors,isolation,https://apilyfta.com/static/GymvisualPNG/03671101-Dumbbell-Over-Bench-One-Arm-Wrist-Curl_Forearms_small.png
1698,Cable + Wrist Curl,bilateral_simultaneous,forearms,cable,flexors,extensors,isolation,https://apilyfta.com/static/GymvisualPNG/02471101-Cable-Wrist-Curl_Forearm_small.png
1852,Dumbbell + Seated Palms Up Wrist Curl,bilateral_simultaneous,forearms,dumbbell,flexors,extensors,isolation,https://apilyfta.com/static/GymvisualPNG/04011101-Dumbbell-Seated-Palms-Up-Wrist-Curl_Forearms_small.png
28013,Dumbbell + Standing Wrist Reverse Curl,bilateral_simultaneous,forearms,dumbbell,extensors,flexors,isolation,https://apilyfta.com/static/GymvisualPNG/63621101-Dumbbell-Standing-Wrist-Reverse-Curl_Forearms_small.png
1819,Dumbbell + Over Bench Revers Wrist Curl,bilateral_simultaneous,forearms,dumbbell,extensors,flexors,isolation,https://apilyfta.com/static/GymvisualPNG/03681101-Dumbbell-Over-Bench-Revers-Wrist-Curl_Forearms_small.png
1903,Barbell + Ez Reverse Grip Preacher Curl,bilateral_simultaneous,forearms,barbell,extensors,brachialis|biceps brachii,isolation,https://apilyfta.com/static/GymvisualPNG/04521101-EZ-Barbell-Reverse-grip-Preacher-Curl_Forearms_small.png
28012,Barbell + Ez Standing Wrist Reverse Curl,bilateral_simultaneous,forearms,ez barbell,extensors,flexors,isolation,https://apilyfta.com/static/GymvisualPNG/63611101-EZ-Barbell-Standing-Wrist-Reverse-Curl_Forearms_small.png
27980,Barbell + Ez Standing Single Arm Neutral Wrist Curl,bilateral_simultaneous,forearms,ez barbell,flexors,extensors,isolation,https://apilyfta.com/static/GymvisualPNG/62681101-EZ-Barbell-Standing-Single-Arm-Neutral-Wrist-Curl_Forearms_small.png
2304,Weighted + Standing Curl,bilateral_simultaneous,forearms,weighted,biceps brachii,brachialis|brachioradialis,isolation,https://apilyfta.com/static/GymvisualPNG/08531101-Weighted-Standing-Curl_Forearms_small.png
